text,label
 lets make saturday monday per convenience,0
 hey time driving fri go evaluation fri,0
 price claim call,1
 going lunch wif family aft dat go str orchard lor,0
 bored speed dating try speedchat txt speedchat like em txt swap get new chatter chat pobox w wq p msg rcd,1
 cancel cheyyamo get money back,0
 want anytime network mins text new video phone five pounds per week call reply delivery tomorrow,1
 ok ok ok whats ur todays plan,0
 good morning princess,0
 aiyar sorry lor forgot tell u,0
 taking part mobile survey yesterday texts use however wish get txts send txt c www txt com p,1
 tonight mate catching sleep new number way,0
 height oh shit situation guy throws luv letter gal falls brothers head whos gay,0
 ur hmv quiz cash balance currently maximize ur cash send hmv p msg,1
 check errors difficulties correction,0
 howz pain hope u r fine,0
 sorry call later,0
 good morning princess,0
 entered cabin pa said happy b day boss felt special askd lunch lunch invited apartment went,0
 u wake already thanx e tau sar piah quite nice,0
 k need login anything,0
 dont forget place many free requests stchoice co uk wish information call,1
 lol busy,0
 u wearing,0
 message text missing sender name missing number missing sent date missing missing u lot thats everything missing sent via fullonsms com,0
 oh usual vijay film different,0
 know u u know send chat let find p msg rcvd hg suite lands row w j hl ldn years,1
 good day mine really busy much tomorrow night,0
 way send shade stuff wonderful,0
 really tot ur paper ended long ago wat u copied jus got use u happy lar still haf study,0
 thank winner notified sms good luck future marketing reply stop customer services,1
 babe lost,0
 ok help ask working tmr,0
 driving raining get caught e mrt station lor,0
 drop tank,0
 said text one time,0
 sorry call later,0
 ok go change also,0
 girls many local u r virgins r ready fil ur every sexual need u fil text cute p,1
 u find sitter kaitlyn sick slept day yesterday,0
 sorry man accidentally left phone silent last night check til got,0
 hey something came last min think wun signing tmr hee,0
 adult would learn experience real danger dont like peeps using drugs dont need comment,0
 hey veggie pizza,0
 yun buying school got offer plus,0
 sure neighbors didnt pick,0
 k sent,0
 free entry wkly comp win fa cup final tkts st may text fa receive entry question std txt rate c apply,1
 new theory argument wins situation loses person dont argue ur friends kick amp say always correct,0
 well im computerless time make oreo truffles,0
 haha yeah see sec,0
 number sir,0
 lol hot air balloon,0
 ok bus come soon come otherwise tomorrow,0
 msgs r time pass silently say thinking u right also making u think least moment gd nt swt drms shesil,0
 yeah probably swing roommate finishes girl,0
 got takes take part wrc rally oz u lucozade energy text rally le p see packs lucozade co uk wrc itcould u,1
 happy new years melody,0
 dun need pick ur gf,0
 yay better told girls either,0
 horrible u eat macs eat u forgot abt already rite u take long reply thk toot b b prepared wat shall eat,0
 say fantastic chance anything need bigger life lift losing live think would first person die n v q,0
 nw came hme da,0
 outside islands head towards hard rock run,0
 day class class,0
 chennai velachery,0
 flippin shit yet,0
 k give sec breaking lt gt cstore,0
 much bad avoid like,0
 yo around got car back,0
 annoying,0
 goodmorning today late lt gt min,0
 point hangin mr right makin u happy,0
 come alive better correct good looking figure,0
 case guess see campus lodge,0
 done,0
 come home one last time wont anything trust,0
 night worrying appt shame missed girls night quizzes popcorn hair,0
 sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabe co uk pics wk,1
 ok c ya,0
 new voicemail please call,1
 said matter mind saying matter,0
 also knows lunch menu da know,0
 al moan n e thin goes wrong fault al de arguments r fault fed himso bother hav go thanx xx,0
 neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt,0
 otherwise part time job na tuition,0
 know called,0
 also da feel yesterday night wait til day night dear,0
 thanks understanding trying tell sura,0
 win year supply cds store ur choice worth enter weekly draw txt music ts cs www ldew com subs win ppmx,1
 whole car appreciated last two dad map reading semi argument apart things going ok p,0
 sim subscriber selected receive bonus get delivered door txt word ok claim p msg exp apr,1
 need strong arms,0
 also maaaan missing,0
 bday real april,0
 guessin gonna,0
 ok come ur home half hour,0
 yo game almost want go walmart soon,0
 yeah probably sure ilol let u know personally wuldnt bother ur goin mite well,0
 text creepy like think forgot,0
 would good phone tomo lunchtime shall organise something,0
 new voicemail please call,1
 damn make tonight want wait til tomorrow,0
 k k also fine complete course,0
 true passable get high score apply phd get years salary makes life easier,0
 nokia tone ur mob every week txt nok st tone free get txtin tell ur friends p tone reply hl info,1
 prakesh know,0
 teach apps da come college,0
 rofl betta invest anti aging products,0
 winner u specially selected receive cash holiday flights inc speak live operator claim,1
 sir receive account another hr time sorry delay,0
 reply name address receive post weeks completely free accommodation various global locations www phb com ph p,1
 submitting da project tmr rite,0
 free entry weekly comp send word enter c www textcomp com cust care,1
 jus ans lar u noe later,0
 want send something sell fast lt gt k easy money,0
 got things may pub later,0
 finish meeting call,0
 lol ok snatch purse,0
 hello drivby quit edrunk sorry iff pthis makes senrd dnot dancce drum n basq ihave fun nhite x ros xxxxxxx,0
 opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,0
 much getting,0
 ur paper e morn aft tmr,0
 dear relieved westonzoyland going plan end,0
 hope great new semester wish best made greatness,0
 oh yes speak txt u hmm u get email,0
 want show world princess europe,0
 nobody decide eat dad wants chinese,0
 shoot docs waiting room,0
 going dinner soon,0
 hello site download songs urgent pls,0
 know u mean king havin credit goin bed night night sweet sleep,0
 horrible gal sch stuff come u got mc,0
 hi hun im comin nite tell every im sorry hope u ava goodtime oli rang melnite ifink mite b sorted il explain everythin mon l rs x,0
 call later network urgnt sms,0
 ummmmmaah many many happy returns day dear sweet heart happy birthday dear,0
 please call immediately urgent message waiting,1
 yeah like goes like friends imma flip shit like half hour,0
 mum say wan go go shun bian watch da glass exhibition,0
 plan pongal,0
 wait till end march el nino gets oh,0
 yet chikku going room nw bus,0
 also cbe pay,0
 honey boo missing u,0
 sent jd customer service cum accounts executive ur mail id details contact us,0
 yo parents gettin cash good news picked downstem,0
 thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy,0
 hungry gay guys feeling hungry call p min stop texts call p min,1
 ok wahala remember friend need,0
 see half hour,0
 im inperialmusic listening weirdest track ever leafcutter john sounds like insects molested someone plumbing remixed evil men acid,0
 hey sorry didntgive ya bellearlier hunny bedbut mite go thepub l tr uwana mt loads luv jenxxx,0
 seriously tell exact words right,0
 u get phone wanna chat set meet call u cum moro luv jane xx calls minmoremobsemspobox po wa,1
 tee hee lecture cheery bye bye,0
 sorry chikku cell got problem thts nt able reply u msg u,0
 still havent collected dough pls let know go place sent get control number,0
 ok,0
 network operator service free c visit biz,1
 let know contact settled room lets know ok,0
 wot u u weirdo,0
 lor,0
 dont put phone silent mode ok,0
 meet depends wan lor,0
 waiting tv show start lor u leh still busy ur report,0
 oh ho first time u use type words,0
 one stalk profiles,0
 ever green quote ever told jerry cartoon person irritates u always one loves u vry much fails express gud nyt,0
 yes thought thanks,0
 drinkin ok,0
 wondering others took,0
 night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,0
 dog must always wait till end day word run time cell already,0
 happy new year u,0
 hey great deal farm tour pm pax deposit may,0
 eat jap done oso aft ur lect wat got lect rite,0
 hey babe saw came online second disappeared happened,0
 da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wishes,0
 happy birthday may ur dreams come true,0
 aiyah u ok already lar e nydc wheellock,0
 tell said eat shit,0
 sure driving reach destination soon,0
 k much th fifty,0
 daily text favour time,0
 great hear settling well happenin wit ola,0
 cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one,0
 tot u reach liao said shirt,0
 fran decided go n e way im completely broke knackered got bout c u mrw love janx p dads fone credit,0
 cant pick phone right pls send message,0
 right make appointment right,0
 designation software developer may get chennai,0
 enjoy jamster videosound gold club credits new videosounds logos musicnews get fun jamster co uk help call,1
 get lions england tone reply lionm mono lionp poly go www ringtones co uk original n best tones gbp network operator rates apply,1
 jokin oni lar busy wun disturb,0
 ok careful text drive,0
 always even spirit get bb soon trying sure need,0
 u r much close heart u go away shattered plz stay,0
 love u babe r u sure everything alrite idiot txt bak girlie,0
 abt making pics bigger,0
 got got colours lor one colour quite light n e darker lor actually done styling hair,0
 whenevr ur sad whenevr ur gray remembr im listn watevr u wanna say jus walk wid little amp promise bring back ur smile,0
 nothing ok anyway give treat,0
 win newest harry potter order phoenix book reply harry answer questions chance first among readers,1
 ok,0
 correct work today,0
 sent scream moan bed princess,0
 wake long ago already dunno thing,0
 oh getting even u u,0
 thk shd ok said plus minus leave line paragraphs,0
 call plz number shows coveragd area urgnt call vasai amp reach clock call plz,0
 yeah jay sort fucking retard,0
 sorry bathroom sup,0
 ur balance ur next question sang uptown girl answer txt ur answer good luck,1
 exam february wish great day,0
 dont know come ask questions like dont mistake,0
 aight rush ask jay,0
 good morning plz call sir,0
 ok lar u sleep early nite,0
 oh icic k lor den meet day,0
 oh half hour much longer syria canada eh wow must get much work done day us extra time grins,0
 sometimes put walls around hearts safe getting hurt find cares enough break walls amp get closer goodnoon,0
 sweet may may go u meet carlos gauge patty interest,0
 buying today need c meh,0
 aight sorry take ten years shower plan,0
 every monday nxt week vl completing,0
 might ax well im,0
 chill another hrs could sleep pain surgical emergency see unfolds okay,0
 yeah try scrounge something,0
 crazy ar married like gd looking guys frens like say korean leona fave dun thk aft thinking mayb prob go,0
 somewhere fredericksburg,0
 que pases un buen tiempo something like,0
 ok stay night xavier sleeping bag getting tired,0
 doesnt need test,0
 nothing much chillin home super bowl plan,0
 free day sexy st george day pic jordan txt pic dont miss every wk saucy celeb pics c pocketbabe co uk wk,1
 bugis oso near wat,0
 yo theres class tmrw right,0
 let ur heart ur compass ur mind ur map ur soul ur guide u never loose world gnun sent via way sms com,0
 goodnight sleep well da please take care pa please,0
 baaaaabe misss youuuuu go teach class,0
 convey regards,0
 u ned convince tht possible witot hurting feeling main,0
 good afternoon loverboy goes day luck come way think sweetie send love across sea make smile happy,0
 start sending blackberry torch nigeria find buyer like month tell dad buy bb anyone oh,0
 lt gt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnds lt gt mins whn u read,0
 yo dude guess got arrested day,0
 shuhui say change suntec steamboat u noe r u,0
 dance river,0
 yetunde sorry moji seem busy able go shopping please find way get wanted us get please forgive reply free via yahoo messenger,0
 hey really pretty late want go lesson first join reaching tp mrt,0
 hot live fantasies call p per min ntt ltd po box croydon cr wb k,1
 bbq sat mine ish ur welcome come,0
 know thing wrong everyso often panicks starts goin bout bein good enough,0
 alright good night,0
 try making another butt,0
 hope feeling great pls fill abiola,0
 though shd go n fun bar town something sound ok,0
 go write msg put dictionary mode cover screen hand press lt gt gently remove ur hand interesting,0
 bears pic nick tom pete dick fact types try gay chat photo upload call p min stop texts call,1
 new mobiles must go txt nokia collect today www tc biz optout gbp mtmsg txtauction,1
 finally ready fyi,0
 auntie huai juan never pick phone,0
 double mins double txt price linerental latest orange bluetooth mobiles call mobileupd latest offers call optout lf,1
 ya tel wats ur problem,0
 nokia tone ur mob every week txt nok st tone free get txtin tell ur friends p tone reply hl info,1
 dnt wnt tlk wid u,0
 spend days waiting ideal path appear front us forget paths made walking waiting goodnight,0
 ok arm feeling weak cuz got shot go another time,0
 please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve already see net ticket available want book ticket tackle,0
 storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one get name person bt girlfrnd g n g h,0
 ok popped ask bout something said around tonght wen girl comes,0
 e best ur exam later,0
 hope ur head hurt much ploughing way pile ironing staying chinky tonight come round like,0
 oh k think wi nz players unsold,0
 haha got fast lose weight thk muz go month den got effect gee later go aust put bk e weight,0
 wonder got online love gone net cafe get phone recharged friends net think boytoy,0
 haha kidding papa needs drugs,0
 thk shld b ya wana go lessons haha go one whole stretch,0
 oh ok,0
 r still meeting dinner tonight,0
 thats cool gentleman treat dignity respect,0
 shall start hear,0
 wait u lor need feel bad lar,0
 check got detailed message,0
 registered sinco payee log icicibank com enter urn lt gt confirm beware frauds share disclose urn anyone,0
 decided people care stuff vote caring stuff losers,0
 kaiez enjoy ur tuition gee thk e second option sounds beta go yan jiu den msg u,0
 registered sinco payee log icicibank com enter urn lt gt confirm beware frauds share disclose urn anyone,0
 cool fun practicing making babies,0
 actually getting ready leave house,0
 k k special today,0
 urgent important information user today lucky day find log onto http www urawinner com fantastic surprise awaiting,1
 gotta,0
 got ten bucks jay noncomittal,0
 hungry,0
 pls speak customer machan,0
 somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams,0
 wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,0
 dear u invited xchat final attempt contact u txt chat p msgrcvdhg suite lands row w j hl ldn yrs,1
 wats ur opinion abt abt character,0
 jay snickering tells x totally fucking chords speak,0
 hours went hair cut,0
 wonder cos dun rem seeing silver car thk saw black one,0
 lmao take pic send,0
 speak feel words better silence gud mrng,0
 currently scotland,0
 work week,0
 congratulations ur awarded either cd gift vouchers free entry weekly draw txt music tncs www ldew com win ppmx age,1
 lol great im getting hungry,0
 yes saw message,0
 mu like lt gt seconds,0
 ok,0
 thing r good thanx got exams march ive done revision fran still boyf ive gotta interviw exeter bit worried x,0
 tell make little spreadsheet track whose idea smoke determine smokes much entire month february come,0
 sale arsenal dartboard good condition doubles trebles,1
 look back building coat want get sick hurry home wear coat gym,0
 painful personal thought always try keep everybody happy time nobody recognises alone,0
 thanks lovely wisheds rock,0
 intrepid duo great time see soon,0
 asked sen come chennai search job,0
 dad went oredi,0
 jus hope true missin cos really missin done anything feel guilty yet,0
 wat late still early mah juz go dinner lor aiya dunno,0
 arms fine cardiff uni,0
 fact leave think addie goes back school tues wed,0
 cool breeze bright sun fresh flower twittering birds waiting wish u goodmorning amp nice day,0
 ya going restaurant,0
 ok askd u knw tht,0
 free st week entry textpod chance win gb ipod cash every wk txt pod ts cs www textpod net custcare,1
 ducking chinchillas,0
 marriage function,0
 looks like u wil b getting headstart im leaving bout ish u r desperate company could head earlier goin meet rummer,0
 give flying monkeys wot think certainly mind friend mine,0
 registered optin subscriber ur draw gift voucher entered receipt correct ans whats bbc charts,1
 say thanks,0
 msg rajini comes,0
 ya taking ure practical lessons start june,0
 good need drugs,0
 stupid possible,0
 decide faster cos sis going home liao,0
 summers finally fancy chat flirt sexy singles yr area get matched reply summer free join optout txt stop help,1
 u sleeping going take haha got spys wat online checking n replying mails lor,0
 claire havin borin time alone u wanna cum nite chat hope c u luv claire xx calls minmoremobsemspobox po wa,1
 fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose,0
 bought one ringtone getting texts costing pound offering tones etc,1
 yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriage program edhae lyf nt yet ovr chikku ali vargu lyfu meow meow,0
 kinda first one gets twelve aah speak tomo,0
 urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call asap,1
 ok good later come find c lucky told go earlier later pple take finish,0
 wat makes u thk fall actually thk quite prone falls lucky dad home ask come n fetch already,0
 guaranteed latests nokia phone gb ipod mp player prize txt word collect tc llc ny usa p mt msgrcvd,1
 account refilled successfully inr lt decimal gt keralacircle prepaid account balance rs lt decimal gt transaction id kr lt gt,0
 wont touch permission,0
 hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg day lucy x calls minmobsmorelkpobox hp fl,1
 wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear,0
 take small dose tablet fever,0
 oh u must taken real valentine shopping first,0
 sent email address incomm right,0
 gonna blake night might able get little early,0
 friendship game play word say start march ends may tomorrow yesterday today e,0
 nice wait texting right gonna pay ticket ya know,0
 watching lotr w sis dis aft u wan meet dinner nite,0
 keeping away like,0
 think far find check google maps place dorm,0
 trip ok quite tiring lor uni starts today ok cos taking modules jus concentrating final yr project,0
 always saying welp,0
 guy browsin compulsory,0
 ok,0
 purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,0
 sorry call later,0
 add really care least get dude fuck hey money want,0
 hello lover goes new job happy think wake slave send teasing kiss across sea,0
 told number gautham,0
 tell need investigate anywhere,0
 ok juz receive,0
 cant believe said many things morning really wanted say good morning love beautiful morning see library later,0
 account credited free text messages activate txt word credit cs www biz,1
 end might still vomit okay everything come,0
 money money aint thing sha,0
 everything weather keep extra warm cold nothing serious pls lots vitamin c,0
 hey gals anyone u going e driving centre tmr,0
 always yahoo messenger send message get may send mobile mode sha get reply,0
 putting ready lt time gt,0
 time n smile r two crucial things life sometimes time makes us forget smile sometimes someone smile makes us forget time gud noon,0
 sms ac jsco energy high u may know channel day ur leadership skills r strong psychic reply ans w question end reply end jsco,1
 host based idps linux systems,0
 hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call,1
 da whats plan,0
 ill lt gt ok,0
 oh god almost home,0
 total video converter free download type google search,0
 thanks vote sing along stars karaoke mobile free link reply sing,1
 wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,0
 sounds like something someone testing would sayy,0
 u love someone dont make love u much u love much dont want loved anyone except gud nit,0
 pete phone still jenny college leanne,0
 oops sorry check mind picking tomo half eight station would ok,0
 hey sweet wondering moment might come want send file someone go yahoo connection sucks remember set page go download format disc could tell know way download big files download stuff directly internet help would great prey teasing kiss,0
 hows champ leaving glasgow,0
 k best congrats,0
 wonder get text,0
 need come home give good lovin,0
 brand new mobile music service live free music player arrive shortly install phone browse content top artists,1
 shall ask one thing dont mistake,0
 check wid corect speling e sarcasm,0
 urgent mobile awarded bonus caller prize nd attempt contact call box qu bt national rate,1
 angry happen dear,0
 thk u dun haf hint e forum already lor cos told ron n darren going tell shuhui,0
 yup ok thanx,0
 hi cts employee,0
 pls pls find aunt nike,0
 wow love sooo much know barely stand wonder day goes well love think miss,0
 screaming means shouting,0
 hey happen de alright,0
 picked receipt something earlier,0
 think chennai well settled,0
 oh dang mean send lol,0
 unfortunately found pick sister airport evening think going try go one th,0
 horrible bf v hungry,0
 remember day,0
 nokia get win free auction take part send nokia hg suite lands row w jhl,1
 feel mr real valentine yo valentine even tho u hardly play,0
 sounds good fingers makes difficult type,0
 midnight earliest,0
 sure trying make xavier smoke want smoke told smoke much,0
 k come nordstrom done,0
 u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dreams,0
 press conference da,0
 hello orange month free access games news sport plus free texts photo messages reply yes terms apply www orange co uk ow,1
 completed degree use joining finance,0
 good afternoon love job prospects missing lazy bleak hmmm happy filled love,0
 shant disturb u anymore jia,0
 bishan lar nearer need buy early cos buy gotta park car,0
 dont know oh,0
 dude sux snake got old raiden got buff,0
 says hi get ass back south tampa preferably kegger,0
 e msg jus u said thanks gift,0
 u,0
 ok dear call chechi,0
 yeah totes u wanna,0
 ok found dis pierre cardin one looks normal costs sale,0
 good sleep rhythm person establish rhythm body learn use want know,0
 wat r u,0
 message truro hospital ext phone phone side,0
 single line big meaning miss anything ur best life miss ur best life anything gud nyt,0
 got gas money chance gang want go grand nature adventure,0
 dnt worry use ice pieces cloth pack also take tablets,0
 dude saw parked car sunroof popped sux,0
 get ready put excellent sub face,0
 tmrw im finishing doors,0
 lt gt g saw days ago guy wants sell wifi lt gt g lt gt blanked,0
 late,0
 whatever im pretty pissed,0
 today accept day u accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy,0
 dont much image class,0
 got rumour going buy apartment chennai,0
 near kalainar tv office thenampet,0
 ur cash balance currently pounds maximize ur cash send go p msg cc hg suite lands row w j hl,1
 sms auction brand new nokia auction today auction free join take part txt nokia hg suite lands row w j hl,1
 sis catching e show e afternoon watching w c u wan watch today tmr lor,0
 sounds gd haha wah u yan jiu fast liao,0
 nosy guess idk reacting freaked,0
 remember hurt days satanic imposter need pay price may destiny keep going u said pray get mind get,0
 make girl happy difficult make girls happy u need friend companion lover chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam,0
 princess bet brothas chasing,0
 shall book chez jules half eight ok,0
 hhahhaahahah rofl wtf nig leonardo room something,0
 yep derek house see sunday lt,0
 cool let know kicks around lt gt day,0
 sorry call later,0
 wondering would okay call uncle john let know things nigeria r lt gt dollars years sent know strain plan pay back every dime gives every dime expect anything practical something like,0
 charges transfer charges withdraw anyhow like,0
 dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl,0
 let go bill millers,0
 love set soul fire spark flame big rawring flame xoxo,0
 somewhr someone surely made u god decided perfect time make u meet dat person till den enjoy ur crushes,0
 honeymoon outfit,0
 help propose going back tomorrow,0
 private account statement shows un redeemed points call identifier code expires,1
 never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning,0
 pls confirm time collect cheque,0
 registered subscriber yr draw gift voucher b entered receipt correct ans next olympics txt ans,1
 urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm,1
 daddy take good care,0
 yeah probably still gotta check leo,0
 k special,0
 carlos taking sweet time usual let know patty done want smoke tell haul ass,0
 ok pa nothing problem,0
 heard job going wildlife talk tonight u want come worzels wizzle whatever,0
 god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend u,0
 came hostel,0
 ok prob come lunch,0
 jus telling u dat b leaving shanghai st instead haf time meet cya,0
 freezing home yet remember kiss mom morning love think missing yet,0
 ready big day tomorrow,0
 probably around mu lot,0
 rt king pro video club need help info ringtoneking co uk call must club credits redeemable www ringtoneking co uk enjoy,1
 thnx dude u guys nite,0
 sef dey laugh meanwhile darling anjie,0
 mm food da,0
 k makes sense btw carlos difficult guys gonna smoke go pick second batch get gas,0
 u download fring app,0
 oz guy kinda flaky one friend interested picking lt gt worth tonight possible,0
 friends u stay fb chat,0
 fuck babe miss sooooo much wish sleep bed lonely go sleep dream love,0
 living simple loving also simple laughing simple winning tooo simple simple difficult gud nte,0
 u secret admirer looking make contact u find r reveal thinks ur special call,1
 ah well confuses things,0
 free text msgs text ok credit account,1
 hi dear call urgnt know whats problem want work problem least tell wating reply,0
 dear ok,0
 selected stay top british hotels nothing holiday worth claim call london bx sw ss,1
 yes princess want make happy,0
 sounds like many talents would like go dinner date next week,0
 going film day da pm sorry da,0
 watching movie already xy wants shop shopping w,0
 hello little party animal thought buzz friends grins reminding loved send naughty adoring kiss,0
 yesterday going home,0
 eerie nokia tones u rply tone title eg tone dracula titles ghost addamsfa munsters exorcist twilight www getzed co uk pobox w wq p,1
 come life brought sun shiny warming heart putting constant smile face making feel loved cared,0
 shit surprised went spent evening french guy met town fooled around bit let fuck,0
 networks allow companies bill sms responsible suppliers shop give guarantee sell b g,1
 great comedy cant stop laughing da,0
 freemsg feelin kinda lnly hope u like keep company jst got cam moby wanna c pic txt reply date msg p rcv hlp stop,1
 alright set text man,0
 hi keen go kind feel go tomo mind,0
 sleeping nt feeling well,0
 u switch fone dammit,0
 india take lead,0
 post l r class,0
 thts wat wright brother fly,0
 evening v good somewhat event laden fill worry head ok throat wrecked see six,0
 u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friends goodevening dear,0
 laptop take,0
 dont file bag work called tell find anything room,0
 wan early lei outside wun b home early neva mind,0
 ur chance win cash every wk txt action c www movietrivia tv custcare x p wk,1
 bugis juz wat walking home oredi late reply oso saw top dat like din buy r,0
 wishing family merry x mas happy new year advance,0
 go ok na,0
 yes posted couple pics fb still snow outside waking,0
 one good partnership going take lead,0
 rgent nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvary max,1
 yeah class,0
 send bec temple na,0
 coming home class right need work shower,0
 hi ur lookin saucy daytime fun wiv busty married woman free next week chat sort time janinexx calls minmobsmorelkpobox hp fl,1
 mostly like,0
 v fan,0
 dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor,0
 guess spent last night phasing fourth dimension,0
 dad gonna call gets work ask crazy questions,0
 yes said,0
 hurting n meaningful lines ever compromised everything love end love compromised everything gud mornin,0
 lmao nice,0
 glad see reply,0
 urgent trying contact u todays draw shows prize guaranteed call land line claim valid hrs,1
 monthly password wap mobsi com use wap phone pc,1
 nah dub je still buff,0
 painful words thought happy toughest thing earth toughest acting happy unspoken pain inside,0
 yeah fine get ok,0
 lol u come ideas,0
 many people seems special first sight remain special till last sight maintain till life ends sh jas,0
 today song dedicated day song u dedicate send ur valuable frnds first rply,0
 okay wait ah,0
 lei,0
 hi babe u r likely bed im sorry tonight really wanna see u tomorrow call love xxx,0
 already squatting new way walking,0
 want bold bb torch,0
 cramps stopped going back sleep,0
 todays vodafone numbers ending last four digits selected received award number matches please call claim award,1
 free top ringtone sub weekly ringtone get st week free send subpoly per week stop sms,1
 nan sonathaya soladha boss,0
 bring tat cd forget,0
 sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr sp tyrone,1
 know raping dudes poker,0
 weightloss girl friends make loads money ebay something give thanks god,0
 gr see message r u leaving congrats dear school wat r ur plans,0
 eatin later eatin wif frens lei going home first,0
 finish already yar keep saying mushy embarrassed ok,0
 sorry man stash ran dry last night pick sunday,0
 hai priya right doctor said pa,0
 free msg sorry service ordered could delivered sufficient credit please top receive service,1
 ok,0
 please ask mummy call father,0
 come room cannot come house cos house still messy haha,0
 lost kilos today,0
 taste fish curry p,0
 might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp worry,0
 yun ah wkg btw go nus sc wana specialise wad,0
 yes one woman man please tell likes dislikes bed,0
 test earlier appreciate call tomorrow,0
 loverboy keeps coming queen hmmm ache speak miss desparately,0
 u meet fren dun wan meet ah muz b guy rite,0
 promises though even gotten dinner yet,0
 got back dislikes bed,0
 turns stereo love mi phone unknown album,0
 hard live chat p min choose girl connect live call cheap chat uk biggest live service vu bcm wc n xx,1
 yeah see,0
 asking u knw nt may ur frnds classmates,0
 sorry earlier putting fires around talk actually life lol,0
 wow boys r back take uk tour win vip tickets pre book vip club txt club trackmarque ltd info vipclub u,1
 missionary hook doggy hook standing,0
 u better go sleep dun disturb u liao u wake msg lor,0
 fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose,0
 watching house entertaining getting whole hugh laurie thing even stick indeed especially stick,0
 thought praps meant another one goodo look tomorrow,0
 hi jon pete ive bin spain recently hav sum dinero left bill said u ur rents mayb interested hav pes around tb james,0
 bold lt gt,0
 know shall speak lt gt minutes,0
 alrite hunny wot u nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx,0
 went project centre,0
 per request maangalyam alaipayuthe set callertune callers press copy friends callertune,0
 lol yeah point guess,0
 project w frens lor,0
 lol well quality aint bad aint complaining,0
 k happen tonight,0
 hi mandy sullivan calling hotmix fm chosen receive easter prize draw please telephone claim prize transferred someone else,1
 think going finn come,0
 tired special,0
 come tomorrow di,0
 cant pick phone right pls send message,0
 k go sleep well take rest,0
 u guys never invite anywhere,0
 ur going bahamas callfreefone speak live operator claim either bahamas cruise cash opt txt x,1
 want please inside outside bedroom,0
 ey calm downon theacusations itxt u cos iwana know wotu r doin thew end haventcn u ages ring ur nething sat love j xxx,0
 love wine dine lady,0
 someone conacted dating service entered phone fancy find call landline pobox n tf,1
 cool ta luv v tired cause doin loads planning wk got social services inspection nursery take care spk sn x,0
 know account details ask mom send mom reach,0
 think u wrong number,0
 feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day,0
 b late love mum,0
 got mail panren paru,0
 thinking chuckin ur red green n black trainners save carryin bac train,0
 give one miss number please,0
 jus came back fr lunch wif sis u leh,0
 schedule next week town weekend,0
 really good dhanush rocks,0
 lmao ok wont needing u hair anymore,0
 miss ya need ya want ya love ya,0
 sorry free,0
 u ever get song stuck head reason go away til u listen like times,0
 nt yet chikku simple habba hw abt u,0
